chi-0_fa,chi-1_fa,chi-2_fa,chi-3_fa,chi-4_fa,chi-5_fa,Z-0_fa,Z-1_fa,Z-2_fa,Z-3_fa,Z-4_fa,Z-5_fa,I-0_fa,I-1_fa,I-2_fa,I-3_fa,I-4_fa,I-5_fa,T-0_fa,T-1_fa,T-2_fa,T-3_fa,T-4_fa,T-5_fa,S-0_fa,S-1_fa,S-2_fa,S-3_fa,S-4_fa,S-5_fa,chi-0_ma,chi-1_ma,chi-2_ma,chi-3_ma,chi-4_ma,chi-5_ma,Z-0_ma,Z-1_ma,Z-2_ma,Z-3_ma,Z-4_ma,Z-5_ma,I-0_ma,I-1_ma,I-2_ma,I-3_ma,I-4_ma,I-5_ma,T-0_ma,T-1_ma,T-2_ma,T-3_ma,T-4_ma,T-5_ma,S-0_ma,S-1_ma,S-2_ma,S-3_ma,S-4_ma,S-5_ma,chi-0_md,chi-1_md,chi-2_md,chi-3_md,chi-4_md,chi-5_md,Z-0_md,Z-1_md,Z-2_md,Z-3_md,Z-4_md,Z-5_md,I-0_md,I-1_md,I-2_md,I-3_md,I-4_md,I-5_md,T-0_md,T-1_md,T-2_md,T-3_md,T-4_md,T-5_md,S-0_md,S-1_md,S-2_md,S-3_md,S-4_md,S-5_md,distance,barrier,smiles,filename
226.1254,468.13,824.0682,1188.2608,1582.1242,1872.211,6805.0,7022.0,9528.0,9356.0,6476.0,3474.0,39.0,78.0,144.0,206.0,270.0,322.0,222.0,578.0,862.0,1118.0,1188.0,976.0,15.241,39.3758,63.149,85.0588,98.3766,93.0032,226.1254,468.13,824.0682,1188.2608,1582.1242,1872.211,6805.0,7022.0,9528.0,9356.0,6476.0,3474.0,39.0,78.0,144.0,206.0,270.0,322.0,222.0,578.0,862.0,1118.0,1188.0,976.0,15.241,39.3758,63.149,85.0588,98.3766,93.0032,226.1254,468.13,824.0682,1188.2608,1582.1242,1872.211,6805.0,7022.0,9528.0,9356.0,6476.0,3474.0,39.0,78.0,144.0,206.0,270.0,322.0,222.0,578.0,862.0,1118.0,1188.0,976.0,15.241,39.3758,63.149,85.0588,98.3766,93.0032,0.9115,6.6,[Ir]([P+](CC)(CC)CC)([n+]1ccccc1)(C#[O+])(C#N)[H],ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1
213.1731,436.0,760.7096,1018.6862,1533.3016,1351.0536,6807.0,6986.0,9424.0,9396.0,5246.0,3228.0,35.0,70.0,128.0,166.0,258.0,212.0,198.0,502.0,768.0,954.0,938.0,824.0,14.147,36.2958,57.3274,75.0222,85.928,72.6036,213.1731,436.0,760.7096,1018.6862,1533.3016,1351.0536,6807.0,6986.0,9424.0,9396.0,5246.0,3228.0,35.0,70.0,128.0,166.0,258.0,212.0,198.0,502.0,768.0,954.0,938.0,824.0,14.147,36.2958,57.3274,75.0222,85.928,72.6036,213.1731,436.0,760.7096,1018.6862,1533.3016,1351.0536,6807.0,6986.0,9424.0,9396.0,5246.0,3228.0,35.0,70.0,128.0,166.0,258.0,212.0,198.0,502.0,768.0,954.0,938.0,824.0,14.147,36.2958,57.3274,75.0222,85.928,72.6036,0.9372,16.7,[Ir]([P+](C)(C)C)([C-]1N(C)C=CN(C)1)(C#[O+])(N=C=O)[H],ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1
222.8094,458.24300000000005,828.6588,1119.1168,1632.9088,1496.5176,7673.0,10430.0,10524.0,10486.0,6742.0,3716.0,37.0,74.0,140.0,184.0,278.0,240.0,214.0,548.0,844.0,1048.0,1034.0,932.0,14.7613,38.5394,61.9216,80.1328,91.881,79.7224,222.8094,458.24300000000005,828.6588,1119.1168,1632.9088,1496.5176,7673.0,10430.0,10524.0,10486.0,6742.0,3716.0,37.0,74.0,140.0,184.0,278.0,240.0,214.0,548.0,844.0,1048.0,1034.0,932.0,14.7613,38.5394,61.9216,80.1328,91.881,79.7224,222.8094,458.24300000000005,828.6588,1119.1168,1632.9088,1496.5176,7673.0,10430.0,10524.0,10486.0,6742.0,3716.0,37.0,74.0,140.0,184.0,278.0,240.0,214.0,548.0,844.0,1048.0,1034.0,932.0,14.7613,38.5394,61.9216,80.1328,91.881,79.7224,0.956,15.8,[Ir]([As+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[O+])(N=C=O)[H],ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1
177.725,366.909,618.4592,879.154,1243.5752,933.6452,6689.0,6748.0,8754.0,6466.0,4064.0,1946.0,30.0,60.0,106.0,146.0,218.0,152.0,166.0,424.0,650.0,780.0,686.0,516.0,12.6401,32.354,50.6304,65.4718,67.5336,50.4222,177.725,366.909,618.4592,879.154,1243.5752,933.6452,6689.0,6748.0,8754.0,6466.0,4064.0,1946.0,30.0,60.0,106.0,146.0,218.0,152.0,166.0,424.0,650.0,780.0,686.0,516.0,12.6401,32.354,50.6304,65.4718,67.5336,50.4222,177.725,366.909,618.4592,879.154,1243.5752,933.6452,6689.0,6748.0,8754.0,6466.0,4064.0,1946.0,30.0,60.0,106.0,146.0,218.0,152.0,166.0,424.0,650.0,780.0,686.0,516.0,12.6401,32.354,50.6304,65.4718,67.5336,50.4222,0.9698,6.5,[Ir]([n+]1ccncc1)([P+](C)(C)C)(C#[N+][H])(C#N)[H],ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1
323.1824,705.873,1223.4008,1638.4272,2237.451,2565.204,7397.0,9664.0,11570.0,14342.0,14346.0,11916.0,56.0,116.0,204.0,280.0,386.0,420.0,320.0,822.0,1258.0,1616.0,1874.0,2256.0,22.5755,58.1968,93.3204,128.4392,156.2492,174.6996,323.1824,705.873,1223.4008,1638.4272,2237.451,2565.204,7397.0,9664.0,11570.0,14342.0,14346.0,11916.0,56.0,116.0,204.0,280.0,386.0,420.0,320.0,822.0,1258.0,1616.0,1874.0,2256.0,22.5755,58.1968,93.3204,128.4392,156.2492,174.6996,323.1824,705.873,1223.4008,1638.4272,2237.451,2565.204,7397.0,9664.0,11570.0,14342.0,14346.0,11916.0,56.0,116.0,204.0,280.0,386.0,420.0,320.0,822.0,1258.0,1616.0,1874.0,2256.0,22.5755,58.1968,93.3204,128.4392,156.2492,174.6996,0.8438,7.9,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([N+](C)(C)C)(C#[N+]C)([Cl])[H],ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1
160.7164,342.86300000000006,573.3372,707.178,731.8106,683.5668,6743.0,6812.0,7158.0,6902.0,4228.0,1882.0,25.0,52.0,86.0,112.0,118.0,108.0,138.0,352.0,512.0,538.0,472.0,356.0,11.8124,29.2484,43.7502,50.417,48.2406,37.4974,160.7164,342.86300000000006,573.3372,707.178,731.8106,683.5668,6743.0,6812.0,7158.0,6902.0,4228.0,1882.0,25.0,52.0,86.0,112.0,118.0,108.0,138.0,352.0,512.0,538.0,472.0,356.0,11.8124,29.2484,43.7502,50.417,48.2406,37.4974,160.7164,342.86300000000006,573.3372,707.178,731.8106,683.5668,6743.0,6812.0,7158.0,6902.0,4228.0,1882.0,25.0,52.0,86.0,112.0,118.0,108.0,138.0,352.0,512.0,538.0,472.0,356.0,11.8124,29.2484,43.7502,50.417,48.2406,37.4974,0.9254,12.1,[Ir]([n+]1ccncc1)(n1ccnc1)(C#[O+])(S)[H],ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1
207.9913,436.0924,749.8978,941.0236,1134.5718,1239.848,6703.0,5608.0,9746.0,8692.0,5258.0,3368.0,31.0,64.0,112.0,140.0,168.0,184.0,176.0,448.0,660.0,756.0,782.0,636.0,13.4039,33.402,52.6544,62.8836,70.0288,64.2828,207.9913,436.0924,749.8978,941.0236,1134.5718,1239.848,6703.0,5608.0,9746.0,8692.0,5258.0,3368.0,31.0,64.0,112.0,140.0,168.0,184.0,176.0,448.0,660.0,756.0,782.0,636.0,13.4039,33.402,52.6544,62.8836,70.0288,64.2828,207.9913,436.0924,749.8978,941.0236,1134.5718,1239.848,6703.0,5608.0,9746.0,8692.0,5258.0,3368.0,31.0,64.0,112.0,140.0,168.0,184.0,176.0,448.0,660.0,756.0,782.0,636.0,13.4039,33.402,52.6544,62.8836,70.0288,64.2828,0.99,11.6,[Ir]([C-]1N(C)C=CN(C)1)(n1ccnc1)(C#[O+])([N+](=O)([O-]))[H],ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1
197.9708,400.9980000000001,717.7152,1035.6598,1764.6206,1253.3272,7537.0,10250.0,10550.0,8274.0,3848.0,1888.0,34.0,66.0,124.0,176.0,312.0,208.0,190.0,490.0,788.0,1008.0,964.0,680.0,13.0426,33.8498,55.0888,77.688,85.6908,62.8444,197.9708,400.9980000000001,717.7152,1035.6598,1764.6206,1253.3272,7537.0,10250.0,10550.0,8274.0,3848.0,1888.0,34.0,66.0,124.0,176.0,312.0,208.0,190.0,490.0,788.0,1008.0,964.0,680.0,13.0426,33.8498,55.0888,77.688,85.6908,62.8444,197.9708,400.9980000000001,717.7152,1035.6598,1764.6206,1253.3272,7537.0,10250.0,10550.0,8274.0,3848.0,1888.0,34.0,66.0,124.0,176.0,312.0,208.0,190.0,490.0,788.0,1008.0,964.0,680.0,13.0426,33.8498,55.0888,77.688,85.6908,62.8444,0.9421,12.4,[Ir]([As+](C)(C)C)([N+](C)(C)C)(C#[N+][H])(N=C=O)[H],ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1
235.8581,481.608,839.4778,1174.9738,1634.0834,1980.1706,6881.0,7284.0,9548.0,10596.0,7076.0,3944.0,39.0,78.0,142.0,200.0,272.0,332.0,220.0,568.0,848.0,1122.0,1226.0,1038.0,15.6066,39.8138,62.95,85.24700000000001,101.437,98.637,235.8581,481.608,839.4778,1174.9738,1634.0834,1980.1706,6881.0,7284.0,9548.0,10596.0,7076.0,3944.0,39.0,78.0,142.0,200.0,272.0,332.0,220.0,568.0,848.0,1122.0,1226.0,1038.0,15.6066,39.8138,62.95,85.24700000000001,101.437,98.637,235.8581,481.608,839.4778,1174.9738,1634.0834,1980.1706,6881.0,7284.0,9548.0,10596.0,7076.0,3944.0,39.0,78.0,142.0,200.0,272.0,332.0,220.0,568.0,848.0,1122.0,1226.0,1038.0,15.6066,39.8138,62.95,85.24700000000001,101.437,98.637,0.9436,14.5,[Ir]([n+]1ccncc1)([P+](CC)(CC)CC)(C#[O+])(N=C=O)[H],ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_dft-icn_1_smi1_1_s_1
231.5072,494.388,890.0862,1134.1302,1644.3624,1614.78,7621.0,10288.0,10298.0,10196.0,6970.0,3800.0,41.0,82.0,154.0,192.0,292.0,276.0,236.0,592.0,888.0,1120.0,1184.0,1204.0,15.4289,40.9658,65.2482,83.272,97.9204,90.8524,231.5072,494.388,890.0862,1134.1302,1644.3624,1614.78,7621.0,10288.0,10298.0,10196.0,6970.0,3800.0,41.0,82.0,154.0,192.0,292.0,276.0,236.0,592.0,888.0,1120.0,1184.0,1204.0,15.4289,40.9658,65.2482,83.272,97.9204,90.8524,231.5072,494.388,890.0862,1134.1302,1644.3624,1614.78,7621.0,10288.0,10298.0,10196.0,6970.0,3800.0,41.0,82.0,154.0,192.0,292.0,276.0,236.0,592.0,888.0,1120.0,1184.0,1204.0,15.4289,40.9658,65.2482,83.272,97.9204,90.8524,0.8551,9.6,[Ir]([As+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[N+]C)(C#C[H])[H],ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1
187.1164,403.6,691.0858,809.6112,864.012,866.638,7747.0,9860.0,7830.0,9044.0,7034.0,3536.0,31.0,64.0,108.0,132.0,142.0,140.0,172.0,424.0,586.0,656.0,614.0,568.0,13.8954,34.181,50.7436,60.0738,60.8072,53.7342,187.1164,403.6,691.0858,809.6112,864.012,866.638,7747.0,9860.0,7830.0,9044.0,7034.0,3536.0,31.0,64.0,108.0,132.0,142.0,140.0,172.0,424.0,586.0,656.0,614.0,568.0,13.8954,34.181,50.7436,60.0738,60.8072,53.7342,187.1164,403.6,691.0858,809.6112,864.012,866.638,7747.0,9860.0,7830.0,9044.0,7034.0,3536.0,31.0,64.0,108.0,132.0,142.0,140.0,172.0,424.0,586.0,656.0,614.0,568.0,13.8954,34.181,50.7436,60.0738,60.8072,53.7342,0.9186,12.5,[Ir]([n+]1ccccc1)([n+]1ccccc1)(C#[N+]C)([Br])[H],ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1
189.226,399.451,690.163,843.577,986.0714,1010.45,7015.0,8406.0,8324.0,9310.0,6278.0,2922.0,31.0,64.0,112.0,136.0,162.0,166.0,176.0,440.0,632.0,736.0,704.0,564.0,14.077,35.5058,54.4924,64.2544,69.0564,58.4178,189.226,399.451,690.163,843.577,986.0714,1010.45,7015.0,8406.0,8324.0,9310.0,6278.0,2922.0,31.0,64.0,112.0,136.0,162.0,166.0,176.0,440.0,632.0,736.0,704.0,564.0,14.077,35.5058,54.4924,64.2544,69.0564,58.4178,189.226,399.451,690.163,843.577,986.0714,1010.45,7015.0,8406.0,8324.0,9310.0,6278.0,2922.0,31.0,64.0,112.0,136.0,162.0,166.0,176.0,440.0,632.0,736.0,704.0,564.0,14.077,35.5058,54.4924,64.2544,69.0564,58.4178,0.9674,16.1,[Ir]([C-]1N(C)C=CN(C)1)([p+]1ccccc1)(C#[O+])([Cl])[H],ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_chloride_1_smi1_1_s_1
205.7411,422.397,717.9518,935.1838,1364.0024,1167.6156,6791.0,7104.0,8878.0,8520.0,5264.0,3048.0,34.0,68.0,120.0,154.0,232.0,188.0,188.0,468.0,694.0,852.0,836.0,772.0,14.0397,35.7328,54.7646,70.2114,77.1708,67.5184,205.7411,422.397,717.9518,935.1838,1364.0024,1167.6156,6791.0,7104.0,8878.0,8520.0,5264.0,3048.0,34.0,68.0,120.0,154.0,232.0,188.0,188.0,468.0,694.0,852.0,836.0,772.0,14.0397,35.7328,54.7646,70.2114,77.1708,67.5184,205.7411,422.397,717.9518,935.1838,1364.0024,1167.6156,6791.0,7104.0,8878.0,8520.0,5264.0,3048.0,34.0,68.0,120.0,154.0,232.0,188.0,188.0,468.0,694.0,852.0,836.0,772.0,14.0397,35.7328,54.7646,70.2114,77.1708,67.5184,0.9359,15.3,[Ir]([n+]1ccncc1)([P+](C)(C)C)(C#[N+]C)(N=C=O)[H],ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1
174.0674,364.646,647.8988,856.0982,1195.332,762.799,6881.0,8250.0,8390.0,7108.0,3874.0,1756.0,30.0,60.0,108.0,146.0,212.0,126.0,168.0,428.0,648.0,746.0,630.0,498.0,12.6321,31.9558,50.4532,66.2312,65.3026,42.313,174.0674,364.646,647.8988,856.0982,1195.332,762.799,6881.0,8250.0,8390.0,7108.0,3874.0,1756.0,30.0,60.0,108.0,146.0,212.0,126.0,168.0,428.0,648.0,746.0,630.0,498.0,12.6321,31.9558,50.4532,66.2312,65.3026,42.313,174.0674,364.646,647.8988,856.0982,1195.332,762.799,6881.0,8250.0,8390.0,7108.0,3874.0,1756.0,30.0,60.0,108.0,146.0,212.0,126.0,168.0,428.0,648.0,746.0,630.0,498.0,12.6321,31.9558,50.4532,66.2312,65.3026,42.313,0.9715,12.9,[Ir]([N+](C)(C)C)([p+]1ccccc1)(C#[N+][H])([Cl])[H],ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1
185.2672,384.321,684.4966,910.4088,1332.9008,993.2396,7789.0,10478.0,9956.0,10098.0,5242.0,2948.0,31.0,62.0,114.0,152.0,228.0,162.0,176.0,452.0,700.0,810.0,756.0,606.0,13.5354,34.2964,54.2556,68.1838,72.8568,57.76300000000001,185.2672,384.321,684.4966,910.4088,1332.9008,993.2396,7789.0,10478.0,9956.0,10098.0,5242.0,2948.0,31.0,62.0,114.0,152.0,228.0,162.0,176.0,452.0,700.0,810.0,756.0,606.0,13.5354,34.2964,54.2556,68.1838,72.8568,57.76300000000001,185.2672,384.321,684.4966,910.4088,1332.9008,993.2396,7789.0,10478.0,9956.0,10098.0,5242.0,2948.0,31.0,62.0,114.0,152.0,228.0,162.0,176.0,452.0,700.0,810.0,756.0,606.0,13.5354,34.2964,54.2556,68.1838,72.8568,57.76300000000001,0.9713,12.7,[Ir]([As+](C)(C)C)([N+]1=COCC1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
277.9975,592.1990000000002,1083.5542,1410.2778,1957.56,2539.499,6883.0,7156.0,10068.0,12102.0,8378.0,4802.0,49.0,98.0,188.0,244.0,338.0,444.0,286.0,728.0,1072.0,1432.0,1664.0,1628.0,17.5212,46.2374,74.733,100.2054,126.3748,130.9098,277.9975,592.1990000000002,1083.5542,1410.2778,1957.56,2539.499,6883.0,7156.0,10068.0,12102.0,8378.0,4802.0,49.0,98.0,188.0,244.0,338.0,444.0,286.0,728.0,1072.0,1432.0,1664.0,1628.0,17.5212,46.2374,74.733,100.2054,126.3748,130.9098,277.9975,592.1990000000002,1083.5542,1410.2778,1957.56,2539.499,6883.0,7156.0,10068.0,12102.0,8378.0,4802.0,49.0,98.0,188.0,244.0,338.0,444.0,286.0,728.0,1072.0,1432.0,1664.0,1628.0,17.5212,46.2374,74.733,100.2054,126.3748,130.9098,0.8829,5.6,[Ir]([P+](CC)(CC)CC)([C-]1N(C)CCN(C)1)(C#[N+]C)(C#N)[H],ir_tbp_1_dft-pet3_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1
176.5975,376.353,672.7538,873.2586,1255.4374,831.6102,6457.0,5398.0,7380.0,5858.0,2396.0,1290.0,29.0,58.0,104.0,142.0,210.0,140.0,162.0,418.0,648.0,738.0,644.0,476.0,11.0005,28.1474,44.4792,57.9498,57.75100000000001,40.2196,176.5975,376.353,672.7538,873.2586,1255.4374,831.6102,6457.0,5398.0,7380.0,5858.0,2396.0,1290.0,29.0,58.0,104.0,142.0,210.0,140.0,162.0,418.0,648.0,738.0,644.0,476.0,11.0005,28.1474,44.4792,57.9498,57.75100000000001,40.2196,176.5975,376.353,672.7538,873.2586,1255.4374,831.6102,6457.0,5398.0,7380.0,5858.0,2396.0,1290.0,29.0,58.0,104.0,142.0,210.0,140.0,162.0,418.0,648.0,738.0,644.0,476.0,11.0005,28.1474,44.4792,57.9498,57.75100000000001,40.2196,0.9753,17.9,[Ir](n1ccnc1)([N+](C)(C)C)(C#[N+][H])(O)[H],ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1
337.6497,732.5894,1203.6158,1635.4096,2021.1944,2789.7294,7365.0,8516.0,12882.0,14966.0,15884.0,13080.0,55.0,116.0,194.0,268.0,326.0,438.0,310.0,796.0,1198.0,1548.0,1884.0,2228.0,23.6946,60.4068,95.335,125.3426,154.105,187.892,337.6497,732.5894,1203.6158,1635.4096,2021.1944,2789.7294,7365.0,8516.0,12882.0,14966.0,15884.0,13080.0,55.0,116.0,194.0,268.0,326.0,438.0,310.0,796.0,1198.0,1548.0,1884.0,2228.0,23.6946,60.4068,95.335,125.3426,154.105,187.892,337.6497,732.5894,1203.6158,1635.4096,2021.1944,2789.7294,7365.0,8516.0,12882.0,14966.0,15884.0,13080.0,55.0,116.0,194.0,268.0,326.0,438.0,310.0,796.0,1198.0,1548.0,1884.0,2228.0,23.6946,60.4068,95.335,125.3426,154.105,187.892,0.9106,8.9,[Ir]([n+]1ccncc1)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)(C#[N+]C)([N+](=O)([O-]))[H],ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1
213.4653,449.342,836.123,1089.8486,1826.7138,1383.7014,6727.0,5512.0,9210.0,8700.0,3930.0,3128.0,37.0,72.0,136.0,182.0,318.0,232.0,208.0,526.0,818.0,1050.0,1060.0,902.0,13.5152,33.2202,53.1338,77.7644,88.2838,76.0874,213.4653,449.342,836.123,1089.8486,1826.7138,1383.7014,6727.0,5512.0,9210.0,8700.0,3930.0,3128.0,37.0,72.0,136.0,182.0,318.0,232.0,208.0,526.0,818.0,1050.0,1060.0,902.0,13.5152,33.2202,53.1338,77.7644,88.2838,76.0874,213.4653,449.342,836.123,1089.8486,1826.7138,1383.7014,6727.0,5512.0,9210.0,8700.0,3930.0,3128.0,37.0,72.0,136.0,182.0,318.0,232.0,208.0,526.0,818.0,1050.0,1060.0,902.0,13.5152,33.2202,53.1338,77.7644,88.2838,76.0874,0.9447,12.0,[Ir]([N+](C)(C)C)([N+](C)(C)C)(C#[N+]C)(N=C=S)[H],ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
180.859,376.392,586.3238,786.9226,913.5744,888.9352,6985.0,8470.0,8830.0,9042.0,5924.0,3200.0,30.0,62.0,100.0,136.0,154.0,144.0,162.0,410.0,598.0,688.0,644.0,564.0,14.5396,36.6906,55.0798,66.0136,65.915,57.2888,180.859,376.392,586.3238,786.9226,913.5744,888.9352,6985.0,8470.0,8830.0,9042.0,5924.0,3200.0,30.0,62.0,100.0,136.0,154.0,144.0,162.0,410.0,598.0,688.0,644.0,564.0,14.5396,36.6906,55.0798,66.0136,65.915,57.2888,180.859,376.392,586.3238,786.9226,913.5744,888.9352,6985.0,8470.0,8830.0,9042.0,5924.0,3200.0,30.0,62.0,100.0,136.0,154.0,144.0,162.0,410.0,598.0,688.0,644.0,564.0,14.5396,36.6906,55.0798,66.0136,65.915,57.2888,0.8531,6.6,[Ir]([p+]1ccccc1)([p+]1ccccc1)(C#[N+][H])(N=C=O)[H],ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1
300.0548,664.299,1079.222,1492.27,1812.191,2351.9996,7407.0,9604.0,10858.0,13956.0,14930.0,11828.0,51.0,108.0,178.0,254.0,308.0,392.0,286.0,742.0,1136.0,1452.0,1700.0,1950.0,22.3769,57.402,89.7732,118.5902,142.6174,165.78900000000004,300.0548,664.299,1079.222,1492.27,1812.191,2351.9996,7407.0,9604.0,10858.0,13956.0,14930.0,11828.0,51.0,108.0,178.0,254.0,308.0,392.0,286.0,742.0,1136.0,1452.0,1700.0,1950.0,22.3769,57.402,89.7732,118.5902,142.6174,165.78900000000004,300.0548,664.299,1079.222,1492.27,1812.191,2351.9996,7407.0,9604.0,10858.0,13956.0,14930.0,11828.0,51.0,108.0,178.0,254.0,308.0,392.0,286.0,742.0,1136.0,1452.0,1700.0,1950.0,22.3769,57.402,89.7732,118.5902,142.6174,165.78900000000004,0.8371,7.7,[Ir]([n+]1ccncc1)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)(C#[N+][H])(S)[H],ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1
186.4823,388.445,654.9,930.7086,1341.0478,991.4424,6933.0,7082.0,8878.0,8956.0,4830.0,3196.0,32.0,64.0,112.0,156.0,232.0,166.0,176.0,450.0,692.0,836.0,766.0,620.0,13.8478,34.5014,53.328,69.9474,74.6538,61.1176,186.4823,388.445,654.9,930.7086,1341.0478,991.4424,6933.0,7082.0,8878.0,8956.0,4830.0,3196.0,32.0,64.0,112.0,156.0,232.0,166.0,176.0,450.0,692.0,836.0,766.0,620.0,13.8478,34.5014,53.328,69.9474,74.6538,61.1176,186.4823,388.445,654.9,930.7086,1341.0478,991.4424,6933.0,7082.0,8878.0,8956.0,4830.0,3196.0,32.0,64.0,112.0,156.0,232.0,166.0,176.0,450.0,692.0,836.0,766.0,620.0,13.8478,34.5014,53.328,69.9474,74.6538,61.1176,0.9653,11.6,[Ir]([P+](C)(C)C)([n+]1ccccc1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
314.9647,685.9524,1120.138,1565.3964,1946.0298,2574.9646,7291.0,8340.0,12704.0,14072.0,14056.0,12112.0,51.0,108.0,180.0,258.0,312.0,402.0,288.0,754.0,1166.0,1464.0,1746.0,2016.0,22.235,56.8968,91.0476,119.2744,144.5412,171.986,314.9647,685.9524,1120.138,1565.3964,1946.0298,2574.9646,7291.0,8340.0,12704.0,14072.0,14056.0,12112.0,51.0,108.0,180.0,258.0,312.0,402.0,288.0,754.0,1166.0,1464.0,1746.0,2016.0,22.235,56.8968,91.0476,119.2744,144.5412,171.986,314.9647,685.9524,1120.138,1565.3964,1946.0298,2574.9646,7291.0,8340.0,12704.0,14072.0,14056.0,12112.0,51.0,108.0,180.0,258.0,312.0,402.0,288.0,754.0,1166.0,1464.0,1746.0,2016.0,22.235,56.8968,91.0476,119.2744,144.5412,171.986,0.9716,5.5,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)(n1ccnc1)(C#[N+][H])([N+](=O)([O-]))[H],ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1
276.5824,566.0840000000002,1034.4132,1539.4668,2285.5042,3030.93,7027.0,8674.0,11460.0,12282.0,8500.0,4752.0,50.0,98.0,192.0,280.0,404.0,540.0,290.0,762.0,1156.0,1628.0,1934.0,1764.0,17.764,47.3246,79.3722,113.7976,145.3812,148.4616,276.5824,566.0840000000002,1034.4132,1539.4668,2285.5042,3030.93,7027.0,8674.0,11460.0,12282.0,8500.0,4752.0,50.0,98.0,192.0,280.0,404.0,540.0,290.0,762.0,1156.0,1628.0,1934.0,1764.0,17.764,47.3246,79.3722,113.7976,145.3812,148.4616,276.5824,566.0840000000002,1034.4132,1539.4668,2285.5042,3030.93,7027.0,8674.0,11460.0,12282.0,8500.0,4752.0,50.0,98.0,192.0,280.0,404.0,540.0,290.0,762.0,1156.0,1628.0,1934.0,1764.0,17.764,47.3246,79.3722,113.7976,145.3812,148.4616,0.8524,2.7,[Ir]([P+](CC)(CC)CC)([P+](CC)(CC)CC)(C#[O+])(C#N)[H],ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-cn_1_smi1_1_s_1
201.487,424.59,690.3928,852.1106,979.4214,1047.8792,6847.0,7152.0,8250.0,9320.0,6302.0,3552.0,33.0,68.0,112.0,142.0,160.0,168.0,180.0,446.0,628.0,730.0,728.0,702.0,14.8452,37.1958,54.9396,65.9856,68.9754,65.9372,201.487,424.59,690.3928,852.1106,979.4214,1047.8792,6847.0,7152.0,8250.0,9320.0,6302.0,3552.0,33.0,68.0,112.0,142.0,160.0,168.0,180.0,446.0,628.0,730.0,728.0,702.0,14.8452,37.1958,54.9396,65.9856,68.9754,65.9372,201.487,424.59,690.3928,852.1106,979.4214,1047.8792,6847.0,7152.0,8250.0,9320.0,6302.0,3552.0,33.0,68.0,112.0,142.0,160.0,168.0,180.0,446.0,628.0,730.0,728.0,702.0,14.8452,37.1958,54.9396,65.9856,68.9754,65.9372,1.0084,18.6,[Ir]([p+]1ccccc1)([n+]1ccccc1)(C#[N+]C)(N=C=O)[H],ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1
